,dates,Names of Places,Average Radiance Per Pixel Per month
40,2015-07-01,GLENFAIR,28.152528131814826
41,2015-07-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE,76.65562141119264
42,2015-07-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,32.33255179315551
43,2015-07-01,GRANT_PARK,24.518981796870303
44,2015-07-01,GRANT_PARK_HOLLYWOOD,21.279356943049898
45,2015-07-01,HAYDEN_ISLAND_NEIGHBORHOOD_NETWORK,18.462355049769076
46,2015-07-01,HAYHURST,10.806477253714274
47,2015-07-01,HAZELWOOD,32.23528035583946
48,2015-07-01,HAZELWOOD_MILL_PARK,61.53625418923118
49,2015-07-01,HEALY_HEIGHTS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,6.41794768418416
50,2015-07-01,HILLSDALE,12.972295396290338
51,2015-07-01,HILLSIDE,9.402777392456962
52,2015-07-01,HILLSIDE_NORTHWEST_DISTRICT_ASSN,26.502481945989064
53,2015-07-01,HOLLYWOOD,38.40504042583963
54,2015-07-01,HOMESTEAD,18.75786109334305
55,2015-07-01,HOSFORD-ABERNETHY_NEIGHBORHOOD_DISTRICT_(HAND),35.199322492235865
56,2015-07-01,HUMBOLDT,30.14957543861035
57,2015-07-01,IRVINGTON_COMMUNITY_ASSOCIATION,28.441702143456585
58,2015-07-01,KENTON,24.125885630730387
59,2015-07-01,KERNS,46.5084263574968
60,2015-07-01,KING,25.072142645975497
61,2015-07-01,LAURELHURST,22.86482116088867
62,2015-07-01,LENTS,27.81128628904739
63,2015-07-01,LENTS_POWELLHURST-GILBERT,30.340749244388554
64,2015-07-01,LINNTON,9.193191644498368
65,2015-07-01,LLOYD_DISTRICT_COMMUNITY_ASSN_SULLIVAN'S_GULCH,64.25017589992947
66,2015-07-01,LLOYD_DISTRICT_COMMUNITY_ASSOCIATION,86.89310359357546
67,2015-07-01,MADISON_SOUTH,25.526836968282353
68,2015-07-01,MAPLEWOOD,7.561583654178789
69,2015-07-01,MARKHAM,11.797919106986553
70,2015-07-01,MARSHALL_PARK,6.341969251942995
71,2015-07-01,MC_UNCLAIMED_#11,7.08207186266386
72,2015-07-01,MC_UNCLAIMED_#13,3.771060433220515
73,2015-07-01,MC_UNCLAIMED_#14,44.069213724014695
74,2015-07-01,MC_UNCLAIMED_#5,16.12977151772411
75,2015-07-01,MILL_PARK,31.399579195309702
76,2015-07-01,MONTAVILLA,37.1817298377217
77,2015-07-01,MT_SCOTT-ARLETA,23.189999350538763
78,2015-07-01,MT_TABOR,19.057289688540415
79,2015-07-01,MULTNOMAH,16.155354909088892
80,2015-07-01,NORTHWEST_DISTRICT_ASSOCIATION,45.16263427363267
81,2015-07-01,NORTHWEST_HEIGHTS,10.75949295857384
82,2015-07-01,NORTH_TABOR,28.64789102995806
83,2015-07-01,OLD_TOWN_COMMUNITY_ASSOCIATION,111.25300118018842
84,2015-07-01,OVERLOOK,45.062610400783754
85,2015-07-01,PARKROSE,38.99696304609323
86,2015-07-01,PARKROSE_HEIGHTS_ASSOCIATION_OF_NEIGHBORS,27.25732499064876
87,2015-07-01,PEARL_DISTRICT,104.72699198765034
88,2015-07-01,PIEDMONT,30.08231419667684
89,2015-07-01,PLEASANT_VALLEY,6.192882288632742
90,2015-07-01,PLEASANT_VALLEY_POWELLHURST-GILBERT,13.35366835221836
91,2015-07-01,PORTLAND_DOWNTOWN,102.00872027233156
92,2015-07-01,PORTSMOUTH,22.367999474266032
93,2015-07-01,POWELLHURST-GILBERT,25.19995941719342
94,2015-07-01,REED,26.900036015178397
95,2015-07-01,RICHMOND,19.482539968212023
96,2015-07-01,ROSEWAY,22.526704167267518
97,2015-07-01,ROSEWAY_MADISON_SOUTH,25.271626183575062
98,2015-07-01,ROSE_CITY_PARK,24.684575351760454
99,2015-07-01,RUSSELL,18.479928965939205
100,2015-07-01,SABIN_COMMUNITY_ASSN_IRVINGTON_COMMUNITY_ASSN,15.662007736437248
101,2015-07-01,SABIN_COMMUNITY_ASSOCIATION,17.03207722945179
102,2015-07-01,SELLWOOD-MORELAND_IMPROVEMENT_LEAGUE,17.21199346045658
103,2015-07-01,SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,12.200011804173847
104,2015-07-01,SOUTH_BURLINGAME,13.791737592999066
105,2015-07-01,SOUTH_PORTLAND,29.273469634141588
106,2015-07-01,SOUTH_TABOR,23.736009578717535
107,2015-07-01,ST_JOHNS,20.947965584325438
108,2015-07-01,SULLIVAN'S_GULCH,46.375387974321896
109,2015-07-01,SULLIVAN'S_GULCH_GRANT_PARK,43.904705741188735
110,2015-07-01,SUMNER_ASSOCIATION_OF_NEIGHBORS,36.26807804655535
111,2015-07-01,SUNDERLAND_ASSOCIATION_OF_NEIGHBORS,21.54274396445183
112,2015-07-01,SUNNYSIDE,22.554594866490852
113,2015-07-01,SYLVAN-HIGHLANDS,9.674270157541994
114,2015-07-01,SYLVAN-HIGHLANDS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,11.804458189993307
115,2015-07-01,UNIVERSITY_PARK,24.5899780675287
116,2015-07-01,VERNON,19.548638946954494
117,2015-07-01,WEST_PORTLAND_PARK,12.608154176122
118,2015-07-01,WILKES_COMMUNITY_GROUP,21.339359959376875
119,2015-07-01,WOODLAND_PARK,51.45614610763794
120,2015-07-01,WOODLAWN,26.077870199423224
121,2015-07-01,WOODSTOCK,15.410911254866514
122,2015-08-01,ALAMEDA,15.694406174980994
123,2015-08-01,ALAMEDA_BEAUMONT-WILSHIRE,16.668364418877495
124,2015-08-01,ALAMEDA_IRVINGTON_COMMUNITY_ASSN,16.816243729591367
125,2015-08-01,ARBOR_LODGE,25.54590073606951
126,2015-08-01,ARDENWALD-JOHNSON_CREEK,15.776922517865936
127,2015-08-01,ARDENWALD-JOHNSON_CREEK_WOODSTOCK,16.259617051878177
128,2015-08-01,ARGAY_TERRACE,30.541506663130434
129,2015-08-01,ARGAY_WILKES_COMMUNITY_GROUP,21.952160379161004
130,2015-08-01,ARLINGTON_HEIGHTS,14.21429195130394
131,2015-08-01,ARLINGTON_HEIGHTS_SYLVAN-HIGHLANDS,9.260544636496387
132,2015-08-01,ARNOLD_CREEK,6.219516433802413
133,2015-08-01,ASHCREEK,8.780018931052664
134,2015-08-01,ASHCREEK_CRESTWOOD,9.963779037998568
135,2015-08-01,BEAUMONT-WILSHIRE,15.978255971201833
136,2015-08-01,BOISE,34.76039578033998
137,2015-08-01,BOISE_ELIOT,47.71292877197266
138,2015-08-01,BRENTWOOD-DARLINGTON,19.197046141645398
139,2015-08-01,BRIDGETON,27.615214700182083
140,2015-08-01,BRIDLEMILE,9.083895844729193
141,2015-08-01,BRIDLEMILE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,7.327373038770704
142,2015-08-01,BROOKLYN_ACTION_CORPS,32.66686366797783
143,2015-08-01,BUCKMAN_COMMUNITY_ASSOCIATION,51.13980620876678
144,2015-08-01,CATHEDRAL_PARK,17.011342683029667
145,2015-08-01,CENTENNIAL_COMMUNITY_ASSN_PLEASANT_VALLEY,15.216408557793699
146,2015-08-01,CENTENNIAL_COMMUNITY_ASSOCIATION,20.105955597954008
147,2015-08-01,COLLINS_VIEW,7.375763696397557
148,2015-08-01,CONCORDIA,20.85324239409414
149,2015-08-01,CRESTON-KENILWORTH,24.200921659093357
150,2015-08-01,CRESTWOOD,12.67503127359575
151,2015-08-01,CULLY_ASSOCIATION_OF_NEIGHBORS,22.689585812854613
152,2015-08-01,EASTMORELAND,11.684519023283858
153,2015-08-01,EASTMORELAND_ARDENWALD-JOHNSON_CREEK,15.702123709214035
154,2015-08-01,EASTMORELAND_REED,16.963807041262406
155,2015-08-01,EAST_COLUMBIA,35.65120014914113
156,2015-08-01,ELIOT,56.819624252610254
157,2015-08-01,FAR_SOUTHWEST,19.667066785295535
158,2015-08-01,FOREST_PARK,4.289826784713712
159,2015-08-01,FOREST_PARK_LINNTON,5.003313325363435
160,2015-08-01,FOREST_PARK_NORTHWEST_DISTRICT_ASSOCIATION,26.889625057097405
161,2015-08-01,FOSTER-POWELL,26.604139024535232
162,2015-08-01,GLENFAIR,25.617654709588916
163,2015-08-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE,64.19006656422334
164,2015-08-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,31.529906683158327
165,2015-08-01,GRANT_PARK,24.818101158639266
166,2015-08-01,GRANT_PARK_HOLLYWOOD,19.017810848397268
167,2015-08-01,HAYDEN_ISLAND_NEIGHBORHOOD_NETWORK,19.157398826514342
168,2015-08-01,HAYHURST,11.256409147839213
169,2015-08-01,HAZELWOOD,30.97443834037692
170,2015-08-01,HAZELWOOD_MILL_PARK,56.29017720077978
171,2015-08-01,HEALY_HEIGHTS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,6.6889988903952124
172,2015-08-01,HILLSDALE,13.771542340147453
173,2015-08-01,HILLSIDE,10.452350549850598
174,2015-08-01,HILLSIDE_NORTHWEST_DISTRICT_ASSN,25.53228736475378
175,2015-08-01,HOLLYWOOD,39.93796018241108
176,2015-08-01,HOMESTEAD,19.75708874301797
177,2015-08-01,HOSFORD-ABERNETHY_NEIGHBORHOOD_DISTRICT_(HAND),35.987574281812925
178,2015-08-01,HUMBOLDT,29.093016030252446
179,2015-08-01,IRVINGTON_COMMUNITY_ASSOCIATION,30.762970963093306
180,2015-08-01,KENTON,23.95209904545141
181,2015-08-01,KERNS,47.746624301081006
182,2015-08-01,KING,25.98178919767722
183,2015-08-01,LAURELHURST,23.63011589889526
184,2015-08-01,LENTS,26.424679179273223
185,2015-08-01,LENTS_POWELLHURST-GILBERT,28.9716082846338
186,2015-08-01,LINNTON,9.37612885169703
187,2015-08-01,LLOYD_DISTRICT_COMMUNITY_ASSN_SULLIVAN'S_GULCH,70.0092422273424
188,2015-08-01,LLOYD_DISTRICT_COMMUNITY_ASSOCIATION,98.01610967361356
189,2015-08-01,MADISON_SOUTH,23.728433473631064
190,2015-08-01,MAPLEWOOD,8.183595895552616
191,2015-08-01,MARKHAM,12.6573797803654
192,2015-08-01,MARSHALL_PARK,6.013218427376737
193,2015-08-01,MC_UNCLAIMED_#11,7.0941477563781605
194,2015-08-01,MC_UNCLAIMED_#13,3.6310307443822594
195,2015-08-01,MC_UNCLAIMED_#14,40.33389088194488
196,2015-08-01,MC_UNCLAIMED_#5,16.68455155362788
197,2015-08-01,MILL_PARK,30.293158425054237
198,2015-08-01,MONTAVILLA,34.651262195908934
199,2015-08-01,MT_SCOTT-ARLETA,21.934682808463883
200,2015-08-01,MT_TABOR,18.754232923414445
201,2015-08-01,MULTNOMAH,15.628091519116209
202,2015-08-01,NORTHWEST_DISTRICT_ASSOCIATION,45.14060447954745
203,2015-08-01,NORTHWEST_HEIGHTS,11.966285950654033
204,2015-08-01,NORTH_TABOR,27.600652229074548
205,2015-08-01,OLD_TOWN_COMMUNITY_ASSOCIATION,111.34919401877688
206,2015-08-01,OVERLOOK,45.7408472122266
207,2015-08-01,PARKROSE,37.2395870070243
208,2015-08-01,PARKROSE_HEIGHTS_ASSOCIATION_OF_NEIGHBORS,27.75263946495916
209,2015-08-01,PEARL_DISTRICT,104.11273669802684
210,2015-08-01,PIEDMONT,29.670876691425438
211,2015-08-01,PLEASANT_VALLEY,6.535357850060184
212,2015-08-01,PLEASANT_VALLEY_POWELLHURST-GILBERT,14.356856509480131
213,2015-08-01,PORTLAND_DOWNTOWN,106.00051974042383
214,2015-08-01,PORTSMOUTH,22.56081508742204
215,2015-08-01,POWELLHURST-GILBERT,23.497037571232134
216,2015-08-01,REED,26.745659017260902
217,2015-08-01,RICHMOND,19.881528313421228
218,2015-08-01,ROSEWAY,20.07250075375344
219,2015-08-01,ROSEWAY_MADISON_SOUTH,23.349913233654508
220,2015-08-01,ROSE_CITY_PARK,24.72844545836403
221,2015-08-01,RUSSELL,18.38806905262712
222,2015-08-01,SABIN_COMMUNITY_ASSN_IRVINGTON_COMMUNITY_ASSN,16.926878012244693
223,2015-08-01,SABIN_COMMUNITY_ASSOCIATION,17.989227344320835
224,2015-08-01,SELLWOOD-MORELAND_IMPROVEMENT_LEAGUE,17.697311617302642
225,2015-08-01,SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,12.513103924192016
226,2015-08-01,SOUTH_BURLINGAME,13.706697054244765
227,2015-08-01,SOUTH_PORTLAND,28.929830705385527
228,2015-08-01,SOUTH_TABOR,23.298685734626215
229,2015-08-01,ST_JOHNS,20.302892764595914
230,2015-08-01,SULLIVAN'S_GULCH,47.5740634870113
231,2015-08-01,SULLIVAN'S_GULCH_GRANT_PARK,41.23545400446111
232,2015-08-01,SUMNER_ASSOCIATION_OF_NEIGHBORS,35.28138660158248
233,2015-08-01,SUNDERLAND_ASSOCIATION_OF_NEIGHBORS,22.073854402518474
234,2015-08-01,SUNNYSIDE,22.73765032415567
235,2015-08-01,SYLVAN-HIGHLANDS,9.289968018934221
236,2015-08-01,SYLVAN-HIGHLANDS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,12.002776007422987
237,2015-08-01,UNIVERSITY_PARK,27.821448390851124
238,2015-08-01,VERNON,21.094578144774548
239,2015-08-01,WEST_PORTLAND_PARK,13.46578020432013
240,2015-08-01,WILKES_COMMUNITY_GROUP,20.136935981907712
241,2015-08-01,WOODLAND_PARK,47.97645481130019
242,2015-08-01,WOODLAWN,26.146978261060998
243,2015-08-01,WOODSTOCK,15.599388371112898
244,2015-09-01,ALAMEDA,13.273378893298243
245,2015-09-01,ALAMEDA_BEAUMONT-WILSHIRE,14.329055750811541
246,2015-09-01,ALAMEDA_IRVINGTON_COMMUNITY_ASSN,14.496555902957915
247,2015-09-01,ARBOR_LODGE,23.089474596682052
248,2015-09-01,ARDENWALD-JOHNSON_CREEK,16.721942910181273
249,2015-09-01,ARDENWALD-JOHNSON_CREEK_WOODSTOCK,16.402328811325397
250,2015-09-01,ARGAY_TERRACE,30.115672988526793
251,2015-09-01,ARGAY_WILKES_COMMUNITY_GROUP,18.74532703731371
252,2015-09-01,ARLINGTON_HEIGHTS,15.688613613295955
253,2015-09-01,ARLINGTON_HEIGHTS_SYLVAN-HIGHLANDS,10.013632314366285
254,2015-09-01,ARNOLD_CREEK,5.79335418855243
255,2015-09-01,ASHCREEK,8.060948153845697
256,2015-09-01,ASHCREEK_CRESTWOOD,8.995628762629723
257,2015-09-01,BEAUMONT-WILSHIRE,13.36447554400989
258,2015-09-01,BOISE,33.968500670012055
259,2015-09-01,BOISE_ELIOT,46.87066650390626
260,2015-09-01,BRENTWOOD-DARLINGTON,18.965973750476923
261,2015-09-01,BRIDGETON,24.369493021283837
262,2015-09-01,BRIDLEMILE,9.23900016814191
263,2015-09-01,BRIDLEMILE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,7.06588720533296
264,2015-09-01,BROOKLYN_ACTION_CORPS,34.50891636275832
265,2015-09-01,BUCKMAN_COMMUNITY_ASSOCIATION,48.16519996016379
266,2015-09-01,CATHEDRAL_PARK,14.842780671483641
267,2015-09-01,CENTENNIAL_COMMUNITY_ASSN_PLEASANT_VALLEY,14.029668337689461
268,2015-09-01,CENTENNIAL_COMMUNITY_ASSOCIATION,18.977960321719234
269,2015-09-01,COLLINS_VIEW,7.14726119482339
270,2015-09-01,CONCORDIA,18.47483957031244
271,2015-09-01,CRESTON-KENILWORTH,23.791462794087156
272,2015-09-01,CRESTWOOD,11.344561330959966
273,2015-09-01,CULLY_ASSOCIATION_OF_NEIGHBORS,20.247479292412734
274,2015-09-01,EASTMORELAND,11.397642465000406
275,2015-09-01,EASTMORELAND_ARDENWALD-JOHNSON_CREEK,15.859695434570314
276,2015-09-01,EASTMORELAND_REED,15.67102324285625
277,2015-09-01,EAST_COLUMBIA,30.754019935690025
278,2015-09-01,ELIOT,57.23769446786032
279,2015-09-01,FAR_SOUTHWEST,21.08616335202882
280,2015-09-01,FOREST_PARK,3.8494614374966716
281,2015-09-01,FOREST_PARK_LINNTON,4.271218757721771
282,2015-09-01,FOREST_PARK_NORTHWEST_DISTRICT_ASSOCIATION,24.028423678490423
283,2015-09-01,FOSTER-POWELL,26.47911851285109
284,2015-09-01,GLENFAIR,22.79002402201233
285,2015-09-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE,69.75831917108273
286,2015-09-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,34.04281989529601
287,2015-09-01,GRANT_PARK,22.165182648676833
288,2015-09-01,GRANT_PARK_HOLLYWOOD,18.490254818553655
289,2015-09-01,HAYDEN_ISLAND_NEIGHBORHOOD_NETWORK,16.94026203647189
290,2015-09-01,HAYHURST,10.364285810381865
291,2015-09-01,HAZELWOOD,29.064937771527863
292,2015-09-01,HAZELWOOD_MILL_PARK,54.767750133167624
293,2015-09-01,HEALY_HEIGHTS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,6.90594779854954
294,2015-09-01,HILLSDALE,13.768754354996233
295,2015-09-01,HILLSIDE,9.971046937954382
296,2015-09-01,HILLSIDE_NORTHWEST_DISTRICT_ASSN,27.36654721434134
297,2015-09-01,HOLLYWOOD,36.25552534296892
298,2015-09-01,HOMESTEAD,18.95434264365503
299,2015-09-01,HOSFORD-ABERNETHY_NEIGHBORHOOD_DISTRICT_(HAND),34.698932643164724
300,2015-09-01,HUMBOLDT,28.671892427658854
301,2015-09-01,IRVINGTON_COMMUNITY_ASSOCIATION,28.382862104101424
302,2015-09-01,KENTON,21.108491520566066
303,2015-09-01,KERNS,45.74597462346855
304,2015-09-01,KING,25.040547360261677
305,2015-09-01,LAURELHURST,22.197886712646483
306,2015-09-01,LENTS,25.959628069640218
307,2015-09-01,LENTS_POWELLHURST-GILBERT,27.834098075367258
308,2015-09-01,LINNTON,8.121439261862001
309,2015-09-01,LLOYD_DISTRICT_COMMUNITY_ASSN_SULLIVAN'S_GULCH,71.69412044949001
310,2015-09-01,LLOYD_DISTRICT_COMMUNITY_ASSOCIATION,92.32502838963009
311,2015-09-01,MADISON_SOUTH,21.62378957276853
312,2015-09-01,MAPLEWOOD,7.797609594466984
313,2015-09-01,MARKHAM,12.473524131176095
314,2015-09-01,MARSHALL_PARK,5.844001373655108
315,2015-09-01,MC_UNCLAIMED_#11,6.637395363227995
316,2015-09-01,MC_UNCLAIMED_#13,3.2727011772781185
317,2015-09-01,MC_UNCLAIMED_#14,38.954584925283996
318,2015-09-01,MC_UNCLAIMED_#5,14.18469292355567
319,2015-09-01,MILL_PARK,29.233851693266185
320,2015-09-01,MONTAVILLA,32.547966598127594
321,2015-09-01,MT_SCOTT-ARLETA,21.619405371608796
322,2015-09-01,MT_TABOR,18.316408186367987
323,2015-09-01,MULTNOMAH,15.634530091523859
324,2015-09-01,NORTHWEST_DISTRICT_ASSOCIATION,45.80172338806059
325,2015-09-01,NORTHWEST_HEIGHTS,10.704486405423376
326,2015-09-01,NORTH_TABOR,27.382991932184318
327,2015-09-01,OLD_TOWN_COMMUNITY_ASSOCIATION,114.5968766778822
328,2015-09-01,OVERLOOK,42.41511460050328
329,2015-09-01,PARKROSE,36.300019822350244
330,2015-09-01,PARKROSE_HEIGHTS_ASSOCIATION_OF_NEIGHBORS,24.697051950942033
331,2015-09-01,PEARL_DISTRICT,105.85954658260738
332,2015-09-01,PIEDMONT,25.02395389739126
333,2015-09-01,PLEASANT_VALLEY,5.373835635916374
334,2015-09-01,PLEASANT_VALLEY_POWELLHURST-GILBERT,12.520772683730556
335,2015-09-01,PORTLAND_DOWNTOWN,107.89852268166385
336,2015-09-01,PORTSMOUTH,19.51739145465595
337,2015-09-01,POWELLHURST-GILBERT,22.885960074027718
338,2015-09-01,REED,26.416808061923668
339,2015-09-01,RICHMOND,18.499658186687107
340,2015-09-01,ROSEWAY,19.471987337588807
341,2015-09-01,ROSEWAY_MADISON_SOUTH,20.92083948675895
342,2015-09-01,ROSE_CITY_PARK,22.09773139897981
343,2015-09-01,RUSSELL,16.269820172482014
344,2015-09-01,SABIN_COMMUNITY_ASSN_IRVINGTON_COMMUNITY_ASSN,14.610491319136184
345,2015-09-01,SABIN_COMMUNITY_ASSOCIATION,16.050209874900982
346,2015-09-01,SELLWOOD-MORELAND_IMPROVEMENT_LEAGUE,18.050678827864356
347,2015-09-01,SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,12.52648016663669
348,2015-09-01,SOUTH_BURLINGAME,13.96348519001774
349,2015-09-01,SOUTH_PORTLAND,29.098894745655024
350,2015-09-01,SOUTH_TABOR,22.525241961723793
351,2015-09-01,ST_JOHNS,19.303616966685617
352,2015-09-01,SULLIVAN'S_GULCH,43.231534467636095
353,2015-09-01,SULLIVAN'S_GULCH_GRANT_PARK,41.355234874378546
354,2015-09-01,SUMNER_ASSOCIATION_OF_NEIGHBORS,32.851478927041505
355,2015-09-01,SUNDERLAND_ASSOCIATION_OF_NEIGHBORS,19.135185215680746
356,2015-09-01,SUNNYSIDE,21.216808799716723
357,2015-09-01,SYLVAN-HIGHLANDS,10.687707890884202
358,2015-09-01,SYLVAN-HIGHLANDS_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,12.605723350625977
359,2015-09-01,UNIVERSITY_PARK,24.979102160945473
360,2015-09-01,VERNON,17.9605137732031
361,2015-09-01,WEST_PORTLAND_PARK,13.785765759893463
362,2015-09-01,WILKES_COMMUNITY_GROUP,19.330601554816823
363,2015-09-01,WOODLAND_PARK,49.44316657979222
364,2015-09-01,WOODLAWN,22.605441994117736
365,2015-09-01,WOODSTOCK,14.942469800392091
366,2015-10-01,ALAMEDA,13.110717514908282
367,2015-10-01,ALAMEDA_BEAUMONT-WILSHIRE,12.18741296838831
368,2015-10-01,ALAMEDA_IRVINGTON_COMMUNITY_ASSN,13.484299137592313
369,2015-10-01,ARBOR_LODGE,24.389678352973927
370,2015-10-01,ARDENWALD-JOHNSON_CREEK,15.125979869963581
371,2015-10-01,ARDENWALD-JOHNSON_CREEK_WOODSTOCK,15.322134404749303
372,2015-10-01,ARGAY_TERRACE,30.510383912530425
373,2015-10-01,ARGAY_WILKES_COMMUNITY_GROUP,21.202494579812754
374,2015-10-01,ARLINGTON_HEIGHTS,13.454370631097651
375,2015-10-01,ARLINGTON_HEIGHTS_SYLVAN-HIGHLANDS,8.235678610414435
376,2015-10-01,ARNOLD_CREEK,5.446955558730336
377,2015-10-01,ASHCREEK,7.670180065511799
378,2015-10-01,ASHCREEK_CRESTWOOD,8.060351602492794
379,2015-10-01,BEAUMONT-WILSHIRE,12.771224062712419
380,2015-10-01,BOISE,31.349268414952743
381,2015-10-01,BOISE_ELIOT,44.65896860758464
382,2015-10-01,BRENTWOOD-DARLINGTON,18.666226149797254
383,2015-10-01,BRIDGETON,26.046646821440145
384,2015-10-01,BRIDLEMILE,8.559324266605453
385,2015-10-01,BRIDLEMILE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,6.410467464643175
386,2015-10-01,BROOKLYN_ACTION_CORPS,31.35804103746909
387,2015-10-01,BUCKMAN_COMMUNITY_ASSOCIATION,48.70039009222745
388,2015-10-01,CATHEDRAL_PARK,15.639696884525394
389,2015-10-01,CENTENNIAL_COMMUNITY_ASSN_PLEASANT_VALLEY,13.893496782865574
390,2015-10-01,CENTENNIAL_COMMUNITY_ASSOCIATION,19.73036096543917
391,2015-10-01,COLLINS_VIEW,6.441385321184961
392,2015-10-01,CONCORDIA,18.75159564725375
393,2015-10-01,CRESTON-KENILWORTH,23.360920589211943
394,2015-10-01,CRESTWOOD,10.800842483310591
395,2015-10-01,CULLY_ASSOCIATION_OF_NEIGHBORS,21.68725283393646
396,2015-10-01,EASTMORELAND,10.718909738350035
397,2015-10-01,EASTMORELAND_ARDENWALD-JOHNSON_CREEK,14.256258903405602
398,2015-10-01,EASTMORELAND_REED,16.004412925390554
399,2015-10-01,EAST_COLUMBIA,34.172805388463395
400,2015-10-01,ELIOT,53.81438707752307
401,2015-10-01,FAR_SOUTHWEST,19.656884320227174
402,2015-10-01,FOREST_PARK,3.35307901701547
403,2015-10-01,FOREST_PARK_LINNTON,4.023548726771319
404,2015-10-01,FOREST_PARK_NORTHWEST_DISTRICT_ASSOCIATION,19.094463502207113
405,2015-10-01,FOSTER-POWELL,24.821757307479636
406,2015-10-01,GLENFAIR,23.726443041336964
407,2015-10-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE,64.08025575376026
408,2015-10-01,GOOSE_HOLLOW_FOOTHILLS_LEAGUE_SOUTHWEST_HILLS_RESIDENTIAL_LEAGUE,31.99424231222212
409,2015-10-01,GRANT_PARK,19.930156797594368
410,2015-10-01,GRANT_PARK_HOLLYWOOD,14.614469219261492
411,2015-10-01,HAYDEN_ISLAND_NEIGHBORHOOD_NETWORK,18.5257575067732
